AMPID,EXTNAME,GAIN,GAIN_ERR,RDNOISE,RDNOISE_ERR,SATURAT,LINMAX,READDIR,STATUS,CAMPAIGN,DATE,CONFIG,RN_ADU,OVSC_RMS_ADU,BIAS_ADU,BIAS_DRIFT_ADU,PTC_CURV_A,PTC_NPTS,PTC_RESID_PCT,LIN_RATE_ADU_S,LIN_PEDESTAL_ADU,LIN_A1,LIN_A2,LIN_RANGE_LO,LIN_RANGE_HI,LIN_NOTE,CTE_SERIAL,PRNU_PCT,GAIN_STAB_PCT,GAIN_HDR,RDNOISE_HDR
11,M03B,1.668,0.007,8.744,0.0,-1,55849,na,FLOOD(148.44),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,5.242,4.448,34386.0,22.0,1.405e-06,8,0.35,1449.9,-279.9,1.038e-08,2.219e-14,38596,55849,ramp-limited,,0.803,0.877,1.7,6.9
12,M04B,1.7265,0.0089,9.05,0.37,-1,55497,na,FLOOD(-14.63),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,5.242,3.706,34502.0,17.0,1.829e-06,8,0.43,1415.9,-252.3,-7.247e-09,1.282e-12,38648,55497,ramp-limited,1.0000000,0.792,0.809,2.0,6.8
13,M05B,1.7075,0.0077,8.95,0.299,-1,55349,na,FLOOD(23.44),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,5.242,4.448,34493.0,21.0,1.982e-06,8,0.38,1405.8,-204.6,4.759e-09,1.983e-13,38620,55349,ramp-limited,,0.787,0.745,1.7,7.9
14,M06B,1.6781,0.0064,8.796,0.0,-1,55617,na,FLOOD(72.82),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,5.242,4.448,34445.0,21.0,2.053e-06,8,0.32,1426.4,-216.2,-3.562e-09,8.410e-13,38641,55617,ramp-limited,,0.775,0.894,1.7,7.9
15,M07B,1.6051,0.0064,8.414,0.344,-1,55966,na,FLOOD(106.86),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,5.242,4.448,34516.0,19.0,2.650e-06,8,0.34,1443.4,-189.5,-1.147e-08,1.287e-12,38790,55966,ramp-limited,,0.765,0.698,1.8,7.1
16,M08B,1.6743,0.0095,8.776,0.22,-1,55700,na,FLOOD(8.78),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,5.242,4.448,34506.0,25.0,1.941e-06,8,0.48,1428.0,-215.3,-6.390e-10,6.487e-13,38707,55700,ramp-limited,,0.786,0.705,1.7,7.0
17,K01T,1.6071,0.0079,6.739,0.0,-1,54813,na,OK,LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,4.193,2.965,34591.5,10.0,3.241e-06,8,0.41,1357.8,-81.4,-1.045e-08,9.500e-13,38655,54813,ramp-limited,1.0000000,0.843,0.597,1.6,5.4
18,K02T,1.5353,0.0067,6.438,0.269,-1,55322,na,OK,LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,4.193,2.965,34505.0,15.0,3.214e-06,8,0.37,1397.3,-75.5,-1.123e-08,9.525e-13,38693,55322,ramp-limited,1.0000000,0.803,0.644,1.5,5.7
19,K03T,1.6228,0.0053,8.506,0.213,-1,58558,na,OK,LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,5.242,4.448,34570.0,11.0,3.350e-06,10,0.34,1334.1,-215.1,-4.085e-09,6.249e-13,38504,58558,ramp-limited,1.0000000,0.803,0.797,1.7,6.8
20,K04T,1.6247,0.0069,6.813,0.349,-1,50419,na,OK,LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,4.193,3.706,34557.0,11.0,2.899e-06,7,0.33,1325.3,-124.1,6.674e-09,3.325e-13,38509,50419,ramp-limited,1.0000000,0.809,0.953,1.6,5.8
21,K05T,1.5976,0.006,8.374,0.0,-1,58654,na,FLOOD(-36.32),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,5.242,4.448,34559.0,8.0,3.306e-06,10,0.39,1340.4,-228.6,-2.893e-09,5.807e-13,38504,58654,ramp-limited,,0.801,0.847,1.6,7.1
22,K06T,1.6634,0.006,8.719,0.0,-1,57305,na,FLOOD(-34.15),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,5.242,4.448,34538.0,8.0,3.299e-06,10,0.38,1267.0,-224.5,-1.143e-09,5.581e-13,38261,57305,ramp-limited,0.9999822,0.812,0.88,1.6,7.6
23,K07T,1.6765,0.005,8.788,0.0,-1,56699,na,FLOOD(-36.8),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,5.242,4.448,34535.0,8.0,3.253e-06,10,0.32,1233.6,-228.7,5.545e-10,5.221e-13,38155,56699,ramp-limited,0.9999900,0.814,1.065,1.7,7.8
24,K08T,1.6543,0.006,8.672,0.0,-1,57145,na,FLOOD(-33.28),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,5.242,4.448,34529.0,7.0,3.185e-06,10,0.39,1259.2,-242.2,1.934e-09,4.399e-13,38218,57145,ramp-limited,,0.838,0.914,1.7,7.6
25,K01B,1.6086,0.0063,6.746,0.323,-1,55398,na,OK,LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,4.193,2.965,34596.0,14.0,3.163e-06,8,0.33,1396.6,-82.5,-9.713e-09,8.722e-13,38778,55398,ramp-limited,1.0000000,0.868,0.73,1.6,5.4
26,K02B,1.5364,0.0052,8.053,0.269,-1,55944,na,OK,LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,5.242,2.965,34510.0,17.0,3.116e-06,8,0.28,1438.6,-77.1,-1.036e-08,8.675e-13,38823,55944,ramp-limited,,0.847,0.906,1.5,5.7
27,K03B,1.616,0.0054,8.471,0.0,-1,59227,na,OK,LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,5.242,4.448,34575.0,14.0,3.301e-06,10,0.35,1371.0,-221.1,-3.855e-09,5.883e-13,38618,59227,ramp-limited,1.0000000,0.842,0.723,1.7,6.8
28,K04B,1.6448,0.031,8.621,0.288,63766,-1,na,OK,LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,5.242,3.706,34562.0,14.0,2.266e-06,6,1.16,0,0,0.000e+00,0.000e+00,0,0,TOO_FEW_LEVELS,1.0000000,0.863,0.77,1.6,5.8
29,K05B,1.5921,0.0067,8.345,0.0,-1,59273,na,FLOOD(-36.32),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,5.242,4.448,34563.0,11.0,3.124e-06,10,0.44,1374.6,-234.1,-2.705e-09,5.503e-13,38609,59273,ramp-limited,,0.836,0.688,1.6,7.1
30,K06B,1.6573,0.0061,8.687,0.0,-1,57849,na,FLOOD(-34.15),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,5.242,4.448,34541.0,11.0,3.184e-06,10,0.38,1296.8,-225.0,-1.899e-09,5.682e-13,38355,57849,ramp-limited,,0.863,0.653,1.6,7.6
31,K07B,1.6753,0.0053,8.781,0.0,-1,57350,na,FLOOD(-36.8),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,5.242,4.448,34538.0,10.0,3.034e-06,10,0.33,1269.6,-232.9,2.291e-10,5.090e-13,38266,57350,ramp-limited,0.9999819,0.869,0.608,1.7,7.8
32,K08B,1.6522,0.0057,8.66,0.0,-1,57912,na,FLOOD(-33.28),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,5.242,4.448,34532.0,9.0,2.981e-06,10,0.36,1301.8,-252.8,2.284e-09,3.954e-13,38344,57912,ramp-limited,,0.901,1.075,1.7,7.6
33,N01T,2.0037,0.0095,8.403,0.473,63160,56996,na,FLOOD(1655.46),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,4.193,2.224,34430.5,26.0,1.105e-06,8,0.4,1524.9,-268.3,1.051e-08,-2.032e-13,38851,56996,ramp-limited,,0.703,0.809,1.7,8.2
34,N02T,1.8651,0.0073,7.821,0.44,63455,58446,na,FLOOD(1509.47),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,4.193,2.595,34559.0,16.0,2.186e-06,8,0.33,1607.0,-143.5,-7.992e-09,6.387e-13,39322,58446,ramp-limited,,0.688,1.005,1.7,8.1
35,N03T,1.8254,0.0062,7.655,0.24,64075,58971,na,FLOOD(1518.86),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,4.193,2.965,34521.0,18.0,2.295e-06,8,0.29,1644.0,-132.7,-8.209e-09,6.254e-13,39406,58971,ramp-limited,,0.699,0.946,1.7,8.5
36,N04T,1.9101,0.0073,8.01,0.335,63140,58114,na,FLOOD(1486.84),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,4.193,2.224,34489.0,20.0,1.880e-06,8,0.32,1590.3,-162.7,-4.256e-09,4.732e-13,39189,58114,ramp-limited,,0.708,0.885,1.7,8.2
37,N05T,1.9014,0.0086,7.973,0.333,63347,58314,na,FLOOD(1526.81),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,4.193,2.965,34550.5,23.0,1.912e-06,8,0.38,1599.5,-164.7,-2.894e-09,4.091e-13,39281,58314,ramp-limited,,0.711,0.884,1.6,10.2
38,N06T,1.9176,0.007,6.031,0.411,62675,57930,na,FLOOD(1505.13),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,3.145,2.224,34712.0,16.0,2.830e-06,8,0.31,1556.7,-41.5,-1.789e-08,1.150e-12,39404,57930,ramp-limited,,0.701,0.804,1.6,7.5
39,N07T,1.8933,0.0069,7.939,0.332,63181,58259,na,FLOOD(1383.7),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,4.193,2.224,34493.0,18.0,2.099e-06,8,0.3,1597.3,-121.5,-6.965e-09,5.976e-13,39252,58259,ramp-limited,,0.701,0.801,1.6,8.6
40,N08T,1.8585,0.0063,7.794,0.326,63650,58593,na,FLOOD(1503.54),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,4.193,2.224,34568.0,19.0,2.114e-06,8,0.29,1613.5,-100.3,-9.495e-09,7.087e-13,39393,58593,ramp-limited,,0.723,0.613,1.7,7.5
41,N01B,1.9979,0.0107,8.378,0.655,62981,56644,na,FLOOD(1655.46),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,4.193,2.224,34433.0,27.0,1.086e-06,8,0.45,1500.9,-264.9,1.109e-08,-2.320e-13,38784,56644,ramp-limited,,0.748,0.773,1.7,8.2
42,N02B,1.8596,0.0062,7.798,0.489,63186,58114,na,FLOOD(1509.47),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,4.193,2.965,34562.0,17.0,2.140e-06,8,0.28,1584.6,-142.9,-8.094e-09,6.584e-13,39257,58114,ramp-limited,,0.722,0.778,1.7,8.1
43,N03B,1.8245,0.0068,7.651,0.43,63895,58674,na,FLOOD(1518.86),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,4.193,2.965,34523.0,19.0,2.176e-06,8,0.31,1623.9,-131.6,-8.427e-09,6.458e-13,39347,58674,ramp-limited,,0.731,0.964,1.7,8.5
44,N04B,1.9051,0.0078,7.989,0.25,62976,57848,na,FLOOD(1486.84),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,4.193,2.224,34492.0,22.0,1.819e-06,8,0.35,1572.3,-161.5,-4.497e-09,4.938e-13,39138,57848,ramp-limited,,0.741,0.815,1.7,8.2
45,N05B,1.8964,0.0081,7.953,0.447,63150,58005,na,FLOOD(1526.81),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,4.193,2.965,34553.0,25.0,1.831e-06,8,0.36,1578.5,-162.7,-2.939e-09,4.201e-13,39221,58005,ramp-limited,,0.746,0.822,1.6,10.2
46,N06B,1.9207,0.0068,8.054,0.336,62501,57563,na,FLOOD(1505.13),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,4.193,2.224,34714.0,18.0,2.679e-06,8,0.3,1532.0,-41.6,-1.820e-08,1.189e-12,39331,57563,ramp-limited,,0.736,0.893,1.6,7.5
47,N07B,1.8892,0.0077,7.922,0.523,62868,57825,na,FLOOD(1383.7),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,4.193,2.224,34496.0,21.0,2.025e-06,8,0.34,1568.0,-120.5,-7.229e-09,6.265e-13,39166,57825,ramp-limited,,0.736,0.703,1.6,8.6
48,N08B,1.8603,0.0075,7.801,0.244,63254,58142,na,FLOOD(1503.54),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,4.193,2.224,34570.0,21.0,2.085e-06,8,0.34,1583.0,-98.1,-9.596e-09,7.322e-13,39304,58142,ramp-limited,,0.751,0.873,1.7,7.5
49,T01T,1.6982,0.0079,10.682,0.521,-1,54753,na,OK,LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,6.29,3.706,34553.5,12.0,2.625e-06,8,0.39,1357.9,-113.9,-4.399e-09,6.235e-13,38595,54753,ramp-limited,1.0000000,0.9,0.797,1.6,6.6
50,T02T,1.6928,0.0091,10.648,0.593,-1,58578,na,FLOOD(-14.32),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,6.29,4.448,34517.5,37.0,2.617e-06,10,0.6,1340.3,-305.1,-2.758e-08,1.994e-12,38394,58578,ramp-limited,1.0000000,0.889,1.237,1.7,7.8
51,T03T,1.5999,0.0063,11.741,0.491,-1,55257,na,OK,LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,7.338,5.189,34472.0,14.0,2.948e-06,8,0.33,1396.9,-110.2,-5.964e-09,6.702e-13,38633,55257,ramp-limited,1.0000000,0.886,1.019,1.6,8.7
52,T04T,1.6542,0.0106,10.405,0.58,-1,58648,na,FLOOD(-6.53),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,6.29,4.448,34496.0,14.0,2.701e-06,10,0.67,1342.0,-211.6,-1.829e-08,1.325e-12,38446,58648,ramp-limited,1.0000000,0.906,0.319,1.6,7.7
53,T05T,1.5945,0.0059,11.701,0.489,-1,54933,na,FLOOD(-36.39),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,7.338,5.189,34596.0,13.0,3.393e-06,8,0.31,1365.7,-87.6,-9.165e-09,8.780e-13,38681,54933,ramp-limited,,0.904,0.947,1.6,8.3
54,T06T,1.6027,0.0032,11.761,0.612,-1,59096,na,FLOOD(-34.05),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,7.338,5.189,34478.0,10.0,2.507e-06,5,0.17,1369.2,-259.7,-1.976e-10,5.544e-13,38493,59096,ramp-limited,,0.936,0.941,1.6,8.7
55,T07T,1.6015,0.0069,11.752,0.898,-1,54783,na,FLOOD(-34.47),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,7.338,4.448,34517.0,9.0,2.404e-06,8,0.36,1363.5,-142.2,2.114e-09,2.639e-13,38557,54783,ramp-limited,,0.953,0.962,1.7,8.2
56,T08T,1.6986,0.0077,12.465,0.883,-1,53755,na,FLOOD(-33.5),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,7.338,4.448,34472.0,9.0,2.176e-06,8,0.38,1297.3,-134.0,2.301e-09,2.855e-13,38317,53755,ramp-limited,,0.995,0.778,1.8,8.3
57,T01B,1.6982,0.0093,10.682,0.364,-1,58829,na,OK,LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,6.29,3.706,34549.5,9.0,2.713e-06,10,0.57,1351.7,-252.5,1.180e-09,3.936e-13,38512,58829,ramp-limited,1.0000000,0.89,0.791,1.6,6.6
58,T02B,1.689,0.0087,10.624,0.444,-1,58138,na,FLOOD(-14.32),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,6.29,4.448,34514.5,35.0,2.644e-06,8,0.49,1315.6,-317.7,-3.776e-08,2.665e-12,38310,58138,ramp-limited,1.0000000,0.874,1.16,1.7,7.8
59,T03B,1.5959,0.0089,11.711,0.342,-1,54838,na,OK,LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,7.338,5.189,34468.0,10.0,2.897e-06,8,0.47,1369.1,-108.1,-6.362e-09,7.155e-13,38545,54838,ramp-limited,1.0000000,0.849,0.646,1.6,8.7
60,T04B,1.655,0.0092,10.41,0.435,-1,58299,na,FLOOD(-6.53),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,6.29,4.448,34491.0,11.0,2.716e-06,10,0.58,1325.5,-252.4,1.397e-09,4.127e-13,38375,58299,ramp-limited,1.0000000,0.85,0.658,1.6,7.7
61,T05B,1.5929,0.0072,11.689,0.32,-1,59114,na,FLOOD(-36.39),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,7.338,5.189,34591.0,9.0,3.349e-06,10,0.48,1363.9,-222.3,-3.228e-09,5.690e-13,38612,59114,ramp-limited,,0.85,0.871,1.6,8.3
62,T06B,1.5933,0.0067,11.693,0.419,-1,58781,na,FLOOD(-34.05),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,7.338,5.189,34475.0,6.0,2.711e-06,10,0.44,1353.8,-280.0,3.521e-09,3.306e-13,38429,58781,ramp-limited,,0.887,0.63,1.6,8.7
63,T07B,1.6026,0.0072,11.761,0.491,-1,58983,na,FLOOD(-34.47),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,7.338,4.448,34513.0,6.0,2.359e-06,10,0.47,1363.4,-294.0,6.190e-09,2.097e-13,38488,58983,ramp-limited,,0.913,0.686,1.7,8.2
64,T08B,1.6923,0.0089,12.419,0.574,-1,57692,na,FLOOD(-33.5),LEGACY-SAAO-20260701,20260701,legacy-OSU-32amp,7.338,4.448,34468.0,6.0,2.275e-06,10,0.55,1294.1,-282.0,6.567e-09,2.381e-13,38239,57692,ramp-limited,,0.958,0.756,1.8,8.3
