AMPID,EXTNAME,GAIN,GAIN_ERR,RDNOISE,RDNOISE_ERR,SATURAT,LINMAX,READDIR,STATUS,CAMPAIGN,DATE,CONFIG,RN_ADU,OVSC_RMS_ADU,BIAS_ADU,BIAS_DRIFT_ADU,PTC_CURV_A,PTC_NPTS,PTC_RESID_PCT,LIN_RATE_ADU_S,LIN_PEDESTAL_ADU,LIN_A1,LIN_A2,LIN_RANGE_LO,LIN_RANGE_HI,LIN_NOTE,CTE_SERIAL,PRNU_PCT,GAIN_STAB_PCT,GAIN_HDR,RDNOISE_HDR
11,M03B,1.9149,0.0112,8.03,0.0,-1,56275,na,FLOOD(-8.67),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,4.193,3.706,34795.0,9.0,3.899e-07,11,0.7,1436.9,98.9,-4.428e-08,2.836e-12,39121,56275,ramp-limited,1.0000000,0.926,1.374,1.6,7.3
12,M04B,1.9189,0.0098,6.035,0.336,-1,55679,na,OK,LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,3.145,2.965,34776.0,15.0,8.823e-07,11,0.61,1396.0,138.3,-4.773e-08,3.157e-12,39014,55679,ramp-limited,1.0000000,0.923,1.437,1.7,8.1
13,M05B,1.7077,0.0077,7.161,0.0,62713,57623,na,OK,LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,4.193,3.706,34785.0,17.0,2.543e-06,11,0.55,1516.7,317.4,-5.409e-08,3.375e-12,39513,57623,ramp-limited,0.9999833,0.906,1.492,1.7,8.6
14,M06B,1.8994,0.0102,7.965,0.0,-1,55830,na,FLOOD(11.6),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,4.193,3.706,34777.0,22.0,1.035e-06,11,0.64,1403.8,183.0,-5.082e-08,3.369e-12,39070,55830,ramp-limited,0.9999847,0.926,1.423,1.7,7.9
15,M07B,2.1115,0.0155,6.641,0.0,-1,54484,na,FLOOD(10.47),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,3.145,2.965,34763.0,15.0,-1.248e-06,11,0.86,1323.3,10.4,-4.215e-08,2.887e-12,38691,54484,ramp-limited,0.9999867,0.948,1.511,1.7,7.0
16,M08B,1.8106,0.0084,5.694,0.317,62153,56771,na,FLOOD(19.94),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,3.145,2.965,34795.0,17.0,1.155e-06,11,0.56,1464.3,210.6,-5.019e-08,3.190e-12,39290,56771,ramp-limited,0.9999856,0.954,1.713,1.6,6.8
17,K01T,2.0909,0.0111,6.576,0.0,-1,58021,na,OK,LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,3.145,2.965,34755.0,11.0,-2.423e-07,12,0.7,1284.2,-186.9,-1.623e-07,9.370e-12,38495,58021,ramp-limited,1.0000000,0.795,1.77,1.7,6.9
18,K02T,1.71,0.0052,7.171,0.0,-1,55782,na,OK,LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,4.193,4.448,34802.0,11.0,2.832e-06,11,0.37,1393.2,298.7,-6.048e-08,4.116e-12,39149,55782,ramp-limited,1.0000000,0.771,1.341,1.7,7.1
19,K03T,2.1179,0.0092,6.661,0.0,-1,56946,na,FLOOD(13.21),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,3.145,2.965,34802.0,18.0,-2.310e-07,12,0.57,1220.6,-151.3,-1.791e-07,1.085e-11,38378,56946,ramp-limited,1.0000000,0.797,1.349,1.7,6.9
20,K04T,2.1556,0.0086,6.779,0.0,-1,56539,na,FLOOD(25.97),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,3.145,2.965,34789.0,14.0,-9.819e-07,12,0.52,1200.0,-192.6,-1.935e-07,1.200e-11,38280,56539,ramp-limited,1.0000000,0.804,1.121,1.7,7.0
21,K05T,1.8834,0.0069,5.923,0.378,-1,57878,na,FLOOD(-8.54),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,3.145,3.706,34785.0,4.0,1.276e-06,12,0.49,1267.4,-21.8,-1.621e-07,9.362e-12,38592,57878,ramp-limited,0.9999821,0.803,1.504,1.7,7.1
22,K06T,2.3162,0.0126,7.285,0.0,-1,57735,na,FLOOD(-299.71),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,3.145,2.965,34830.0,5.0,-1.611e-06,12,0.78,1097.6,-343.4,-7.491e-08,5.136e-12,37942,57735,ramp-limited,0.9999851,0.826,1.008,1.7,7.0
23,K07T,2.17,0.0099,6.825,0.0,-1,58143,na,FLOOD(-309.39),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,3.145,2.965,34697.0,0.0,-9.426e-07,12,0.66,1121.1,-275.2,-8.414e-08,5.315e-12,37921,58143,ramp-limited,0.9999837,0.823,1.422,1.7,6.8
24,K08T,2.2962,0.0111,7.222,0.0,-1,57021,na,FLOOD(-318.7),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,3.145,2.965,34831.0,5.0,-1.711e-06,12,0.7,1063.1,-328.2,-8.111e-08,5.702e-12,37849,57021,ramp-limited,0.9999852,0.845,1.351,1.7,6.9
25,K01B,2.0909,0.0106,6.576,0.366,-1,58402,na,OK,LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,3.145,2.965,34755.0,13.0,-2.709e-07,12,0.67,1305.2,-188.5,-1.604e-07,9.112e-12,38557,58402,ramp-limited,1.0000000,0.791,1.379,1.7,6.9
26,K02B,1.7107,0.0052,7.174,0.3,-1,56067,na,OK,LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,4.193,4.448,34802.0,13.0,2.749e-06,11,0.37,1411.9,306.6,-6.006e-08,4.037e-12,39210,56067,ramp-limited,1.0000000,0.77,1.425,1.7,7.1
27,K03B,2.1184,0.0089,6.662,0.0,-1,57204,na,FLOOD(13.21),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,3.145,2.965,34802.0,18.0,-2.457e-07,12,0.55,1234.6,-149.2,-1.768e-07,1.058e-11,38422,57204,ramp-limited,1.0000000,0.791,1.34,1.7,6.9
28,K04B,2.1574,0.0083,6.785,0.0,-1,56738,na,FLOOD(25.97),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,3.145,2.965,34789.0,16.0,-1.025e-06,12,0.5,1210.8,-190.4,-1.916e-07,1.177e-11,38314,56738,ramp-limited,1.0000000,0.795,1.323,1.7,7.0
29,K05B,1.8857,0.0064,5.931,0.378,-1,58063,na,FLOOD(-8.54),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,3.145,3.706,34785.0,5.0,1.198e-06,12,0.45,1277.3,-17.0,-1.608e-07,9.212e-12,38625,58063,ramp-limited,0.9999820,0.787,1.395,1.7,7.1
30,K06B,2.3163,0.012,7.285,0.0,-1,57975,na,FLOOD(-299.71),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,3.145,2.965,34831.0,5.0,-1.600e-06,13,0.75,1109.0,-346.2,-7.517e-08,5.086e-12,37976,57975,ramp-limited,0.9999854,0.812,1.289,1.7,7.0
31,K07B,2.1673,0.0087,6.816,0.0,-1,58456,na,FLOOD(-309.39),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,3.145,2.965,34698.0,1.0,-8.951e-07,13,0.59,1136.0,-278.7,-8.363e-08,5.211e-12,37965,58456,ramp-limited,0.9999837,0.815,1.098,1.7,6.8
32,K08B,2.2947,0.0105,7.217,0.0,-1,57410,na,FLOOD(-318.7),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,3.145,2.965,34831.0,6.0,-1.656e-06,13,0.66,1081.8,-335.5,-8.026e-08,5.547e-12,37901,57410,ramp-limited,0.9999856,0.834,1.221,1.7,6.9
33,N01T,1.8417,0.0093,5.792,0.37,62375,57212,na,OK,LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,3.145,2.965,34751.0,33.0,2.870e-07,11,0.61,1504.8,67.3,-4.197e-08,2.561e-12,39249,57212,ramp-limited,1.0000000,0.868,1.337,1.6,6.9
34,N02T,2.0444,0.0124,6.43,0.0,-1,55386,na,OK,LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,3.145,2.965,34705.0,43.0,-9.973e-07,10,0.7,1390.1,-31.0,-3.797e-08,2.478e-12,38793,55386,ramp-limited,1.0000000,0.858,1.171,1.6,6.9
35,N03T,1.7628,0.0062,7.392,0.0,62527,57547,na,OK,LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,4.193,3.706,34756.0,7.0,1.574e-06,11,0.43,1519.2,212.9,-4.825e-08,2.976e-12,39409,57547,ramp-limited,1.0000000,0.846,1.476,1.6,7.1
36,N04T,1.7493,0.0075,7.336,0.0,62550,57571,na,OK,LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,4.193,4.448,34764.5,26.0,1.730e-06,11,0.52,1519.2,233.6,-5.029e-08,3.101e-12,39434,57571,ramp-limited,1.0000000,0.843,1.378,1.6,7.4
37,N05T,1.7953,0.007,7.528,0.0,62194,56929,na,FLOOD(24.0),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,4.193,3.706,34890.0,102.0,1.695e-06,11,0.47,1467.4,236.1,-5.191e-08,3.322e-12,39409,56929,ramp-limited,0.9999828,0.844,1.555,1.6,7.3
38,N06T,1.6785,0.0056,7.039,0.0,62983,57908,na,FLOOD(24.07),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,4.193,3.706,34843.0,134.0,2.431e-06,11,0.41,1532.7,311.7,-5.436e-08,3.375e-12,39607,57908,ramp-limited,0.9999832,0.846,1.249,1.6,7.0
39,N07T,0.0,0.0,0.0,0.0,-1,-1,na,TOO_FEW_PAIRS,LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,2.097,1.483,32966.0,3.0,0.000e+00,0,0,0,0,0.000e+00,0.000e+00,0,0,TOO_FEW_LEVELS,,,,1.6,7.2
40,N08T,1.8766,0.0089,5.902,0.329,-1,55975,na,OK,LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,3.145,2.965,34823.0,108.0,7.254e-07,11,0.56,1412.0,158.4,-5.147e-08,3.372e-12,39121,55975,ramp-limited,0.9999852,0.885,1.252,1.6,7.0
41,N01B,1.8434,0.0081,5.798,0.37,61936,56185,na,OK,LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,3.145,2.965,34751.0,33.0,2.541e-07,11,0.52,1435.7,70.8,-4.503e-08,2.890e-12,39046,56185,ramp-limited,1.0000000,0.868,1.254,1.6,6.9
42,N02B,2.0504,0.0107,6.449,0.0,-1,54491,na,OK,LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,3.145,2.965,34705.0,42.0,-1.109e-06,11,0.61,1329.7,-21.1,-4.123e-08,2.820e-12,38619,54491,ramp-limited,1.0000000,0.855,1.097,1.6,6.9
43,N03B,1.7624,0.0055,7.39,0.0,62159,56645,na,OK,LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,4.193,3.706,34756.0,8.0,1.624e-06,11,0.37,1459.0,209.1,-5.139e-08,3.311e-12,39225,56645,ramp-limited,1.0000000,0.842,1.364,1.6,7.1
44,N04B,1.7515,0.0063,7.345,0.0,62047,56734,na,OK,LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,4.193,4.448,34766.5,27.0,1.683e-06,11,0.44,1463.4,227.1,-5.301e-08,3.402e-12,39264,56734,ramp-limited,1.0000000,0.844,1.454,1.6,7.4
45,N05B,1.7994,0.0063,7.546,0.0,61816,56135,na,FLOOD(24.0),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,4.193,3.706,34890.0,100.0,1.621e-06,11,0.42,1414.5,230.7,-5.500e-08,3.658e-12,39246,56135,ramp-limited,0.9999828,0.843,1.186,1.6,7.3
46,N06B,1.6794,0.0055,7.042,0.0,62450,57076,na,FLOOD(24.07),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,4.193,3.706,34844.0,134.0,2.432e-06,11,0.39,1477.6,299.5,-5.775e-08,3.723e-12,39434,57076,ramp-limited,0.9999832,0.844,1.338,1.6,7.0
47,N07B,0.0,0.0,0.0,0.0,-1,-1,na,TOO_FEW_PAIRS,LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,2.097,1.483,32966.0,4.0,0.000e+00,0,0,0,0,0.000e+00,0.000e+00,0,0,TOO_FEW_LEVELS,,,,1.6,7.2
48,N08B,1.8769,0.008,5.903,0.377,-1,55133,na,OK,LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,3.145,2.965,34823.0,107.0,7.033e-07,11,0.51,1355.7,155.9,-5.459e-08,3.734e-12,38951,55133,ramp-limited,0.9999852,0.875,1.023,1.6,7.0
49,T01T,1.8556,0.007,7.781,0.0,-1,55778,na,FLOOD(-16.53),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,4.193,3.706,34810.0,113.0,8.917e-07,11,0.45,1399.9,182.8,-7.399e-08,4.792e-12,39091,55778,ramp-limited,1.0000000,1.028,0.604,1.6,7.0
50,T02T,1.7931,0.0061,7.519,0.0,-1,55805,na,OK,LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,4.193,3.706,34851.0,115.0,1.528e-06,11,0.41,1394.2,244.3,-5.765e-08,3.881e-12,39160,55805,ramp-limited,1.0000000,1.001,1.339,1.6,6.6
51,T03T,1.8502,0.0073,7.759,0.0,-1,54934,na,OK,LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,4.193,4.448,34865.0,119.0,1.248e-06,11,0.47,1336.8,209.8,-5.956e-08,4.168e-12,38977,54934,ramp-limited,1.0000000,1.005,1.586,1.6,8.5
52,T04T,1.8529,0.0069,7.77,0.0,-1,59133,na,OK,LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,4.193,3.706,34873.0,104.0,1.152e-06,12,0.5,1330.3,8.5,-1.506e-07,8.275e-12,38888,59133,ramp-limited,1.0000000,1.011,1.368,1.6,8.4
53,T05T,1.7748,0.0056,7.442,0.0,62049,55010,na,FLOOD(-8.46),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,4.193,3.706,34793.0,9.0,1.522e-06,11,0.38,1343.7,268.6,-6.508e-08,4.559e-12,38970,55010,ramp-limited,0.9999839,1.016,1.047,1.7,8.5
54,T06T,1.8873,0.0062,5.936,0.379,-1,57880,na,FLOOD(-146.58),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,3.145,2.965,34633.0,21.0,6.102e-07,12,0.43,1276.2,-35.4,-1.676e-07,9.615e-12,38455,57880,ramp-limited,0.9999838,1.024,1.203,1.7,7.9
55,T07T,1.5877,0.0068,6.658,0.0,62179,56743,na,FLOOD(24.0),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,4.193,4.448,34771.0,23.0,2.424e-07,11,0.5,1465.4,191.0,-5.212e-08,3.297e-12,39252,56743,ramp-limited,0.9999838,1.032,1.153,1.4,7.7
56,T08T,2.0666,0.0087,6.499,0.0,-1,55928,na,FLOOD(-199.88),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,3.145,2.965,34660.0,24.0,-1.279e-06,12,0.55,1172.4,-174.6,-2.110e-07,1.335e-11,38078,55928,ramp-limited,0.9999858,1.082,1.089,1.7,7.2
57,T01B,1.8561,0.0068,7.784,0.0,-1,54946,na,FLOOD(-16.53),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,4.193,3.706,34810.0,114.0,8.522e-07,11,0.44,1344.4,178.4,-7.877e-08,5.321e-12,38921,54946,ramp-limited,1.0000000,1.031,0.908,1.6,7.0
58,T02B,1.7927,0.0069,7.517,0.0,-1,55052,na,OK,LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,4.193,3.706,34851.0,115.0,1.497e-06,11,0.46,1344.2,236.6,-6.100e-08,4.266e-12,39005,55052,ramp-limited,1.0000000,1.0,1.491,1.6,6.6
59,T03B,1.8508,0.0069,7.761,0.0,-1,54249,na,OK,LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,4.193,4.448,34864.0,120.0,1.230e-06,11,0.45,1291.3,203.7,-6.333e-08,4.591e-12,38835,54249,ramp-limited,1.0000000,1.0,1.25,1.6,8.5
60,T04B,1.8545,0.0065,7.777,0.0,-1,58366,na,OK,LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,4.193,3.706,34873.0,104.0,1.095e-06,12,0.46,1288.2,8.6,-1.567e-07,8.894e-12,38759,58366,ramp-limited,1.0000000,1.002,1.573,1.6,8.4
61,T05B,1.773,0.0047,7.435,0.0,-1,54411,na,FLOOD(-8.46),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,4.193,3.706,34791.0,9.0,1.532e-06,11,0.31,1304.2,260.3,-6.783e-08,4.903e-12,38843,54411,ramp-limited,0.9999839,1.008,0.942,1.7,8.5
62,T06B,1.8886,0.007,5.94,0.379,-1,57225,na,FLOOD(-146.58),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,3.145,2.965,34631.0,21.0,5.394e-07,12,0.49,1240.2,-33.6,-1.741e-07,1.028e-11,38344,57225,ramp-limited,0.9999838,1.02,1.419,1.7,7.9
63,T07B,1.5896,0.0061,6.666,0.0,62093,56147,na,FLOOD(24.0),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,4.193,4.077,34770.0,22.0,1.872e-07,11,0.45,1425.8,186.2,-5.421e-08,3.532e-12,39128,56147,ramp-limited,0.9999837,1.035,1.218,1.4,7.7
64,T08B,2.0609,0.0083,6.482,0.0,-1,58704,na,FLOOD(-199.88),LEGACY-CTIO-20260714,20260714,legacy-OSU-32amp,3.145,2.965,34659.0,25.0,-1.124e-06,13,0.59,1149.1,-256.1,-8.825e-08,5.335e-12,37977,58704,ramp-limited,0.9999855,1.09,1.223,1.7,7.2
