AMPID,EXTNAME,GAIN,GAIN_ERR,RDNOISE,RDNOISE_ERR,SATURAT,LINMAX,READDIR,STATUS,CAMPAIGN,DATE,CONFIG,RN_ADU,OVSC_RMS_ADU,BIAS_ADU,BIAS_DRIFT_ADU,PTC_CURV_A,PTC_NPTS,PTC_RESID_PCT,LIN_RATE_ADU_S,LIN_PEDESTAL_ADU,LIN_A1,LIN_A2,LIN_RANGE_LO,LIN_RANGE_HI,LIN_NOTE,CTE_SERIAL,PRNU_PCT,GAIN_STAB_PCT,GAIN_HDR,RDNOISE_HDR
22,K06T,1.669,0.0119,6.999,0.0,62611,56534,na,FLOOD(-7.88),LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34385.0,1.0,2.226e-06,8,0.36,2237.4,-359.5,2.394e-08,-4.911e-13,39807,56534,ramp-limited,0.9999854,0.94,0.796,1.6,7.3
23,K07T,1.6108,0.0129,6.755,0.0,62967,57073,na,FLOOD(-16.41),LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34484.5,2.0,2.930e-06,8,0.4,2276.0,-297.4,2.042e-08,-4.086e-13,40057,57073,ramp-limited,0.9999852,0.874,0.91,1.6,7.6
24,K08T,1.6633,0.0309,6.975,0.0,62554,56604,na,FLOOD(-6.37),LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34446.5,2.0,2.149e-06,8,0.93,2236.8,-340.0,2.355e-08,-4.995e-13,39883,56604,ramp-limited,0.9999860,0.863,1.229,1.6,8.1
25,K01B,1.5869,0.0134,6.655,0.278,63426,57579,na,OK,LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34467.0,2.0,2.819e-06,8,0.43,2329.6,-313.2,1.999e-08,-3.909e-13,40162,57579,ramp-limited,1.0000000,0.963,0.792,1.6,7.3
26,K02B,1.5616,0.0133,8.186,0.0,63447,57657,na,OK,LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,5.242,4.448,34448.0,3.0,2.922e-06,8,0.43,2336.8,-282.7,1.888e-08,-3.701e-13,40187,57657,ramp-limited,1.0000000,0.904,0.871,1.6,8.0
27,K03B,1.6615,0.0125,6.968,0.0,62366,56753,na,OK,LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34438.5,3.0,2.466e-06,8,0.38,2248.8,-299.9,2.109e-08,-4.217e-13,39941,56753,ramp-limited,1.0000000,0.932,0.749,1.6,7.6
28,K04B,1.6668,0.0128,6.989,0.0,62347,56628,na,OK,LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34397.0,3.0,2.457e-06,8,0.38,2242.0,-315.8,2.187e-08,-4.481e-13,39867,56628,ramp-limited,1.0000000,0.967,0.757,1.6,7.5
29,K05B,1.6703,0.0141,7.004,0.0,62413,56703,na,FLOOD(-12.94),LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34432.0,1.0,2.698e-06,8,0.43,2245.1,-305.0,2.139e-08,-4.374e-13,39919,56703,ramp-limited,0.9999851,0.998,0.816,1.7,7.5
30,K06B,1.668,0.0134,6.995,0.0,62979,56990,na,FLOOD(-7.88),LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34385.5,1.0,2.082e-06,8,0.4,2283.6,-369.0,2.389e-08,-4.853e-13,39918,56990,ramp-limited,0.9999859,1.219,0.991,1.6,7.3
31,K07B,1.609,0.0119,6.747,0.323,63413,57567,na,FLOOD(-16.41),LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34485.0,1.0,2.837e-06,8,0.37,2326.0,-305.6,2.032e-08,-4.021e-13,40179,57567,ramp-limited,0.9999855,1.053,0.792,1.6,7.6
32,K08B,1.6552,0.0112,6.941,0.217,62596,57141,na,FLOOD(-6.37),LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34446.5,2.0,2.435e-06,8,0.34,2291.1,-350.3,2.331e-08,-4.857e-13,40014,57141,ramp-limited,0.9999865,0.941,0.716,1.6,8.1
33,N01T,1.7776,0.0374,7.454,0.0,-1,53956,na,OK,LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,3.706,34381.5,4.0,1.604e-06,8,1.04,1980.2,-347.5,2.856e-08,-6.918e-13,39153,53956,ramp-limited,1.0000000,0.822,1.669,1.7,7.1
34,N02T,1.7022,0.0246,7.138,0.0,-1,54593,na,OK,LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34459.5,20.0,2.217e-06,8,0.72,2032.3,-302.8,2.427e-08,-5.637e-13,39400,54593,ramp-limited,1.0000000,0.941,1.324,1.7,6.9
35,N03T,1.7412,0.0212,7.301,0.0,-1,54296,na,OK,LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34500.0,16.0,2.125e-06,8,0.61,1999.4,-317.0,2.628e-08,-6.059e-13,39348,54296,ramp-limited,1.0000000,1.01,1.118,1.7,8.5
36,N04T,1.7218,0.0228,7.22,1.131,-1,54820,na,FLOOD(7.69),LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34463.5,8.0,2.173e-06,8,0.66,2055.3,-316.7,2.494e-08,-5.549e-13,39455,54820,ramp-limited,1.0000000,0.886,1.016,1.7,8.0
37,N05T,1.6283,0.0197,6.828,0.0,61987,56102,na,FLOOD(-13.89),LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34449.5,4.0,2.616e-06,8,0.61,2182.6,-293.0,2.128e-08,-4.513e-13,39784,56102,ramp-limited,0.9999846,0.817,1.015,1.6,7.5
38,N06T,1.6686,0.025,6.997,0.0,62114,56077,na,FLOOD(5.39),LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34439.5,6.0,2.413e-06,8,0.75,2182.3,-307.4,2.219e-08,-4.745e-13,39762,56077,ramp-limited,0.9999849,0.822,1.292,1.7,7.6
39,N07T,1.6428,0.0223,6.889,0.0,62600,56868,na,FLOOD(-7.75),LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34507.5,17.0,2.496e-06,8,0.68,2254.3,-308.2,2.087e-08,-4.206e-13,40014,56868,ramp-limited,0.9999850,0.951,1.233,1.6,7.5
40,N08T,1.6851,0.0227,7.066,0.0,62786,56976,na,OK,LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,3.706,34431.0,16.0,2.053e-06,8,0.67,2276.8,-354.9,2.321e-08,-4.847e-13,39956,56976,ramp-limited,0.9999864,0.941,1.227,1.6,7.2
41,N01B,1.7613,0.0139,7.386,0.0,-1,58577,na,OK,LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,3.706,34381.0,2.0,2.133e-06,8,0.4,1963.0,-414.7,6.517e-08,-2.692e-12,39075,58577,ramp-limited,1.0000000,0.826,0.618,1.7,7.1
42,N02B,1.6965,0.0138,7.114,0.0,-1,54390,na,OK,LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,3.706,34459.5,17.0,2.499e-06,8,0.41,2012.1,-303.4,2.493e-08,-5.943e-13,39348,54390,ramp-limited,1.0000000,0.812,0.703,1.7,6.9
43,N03B,1.7305,0.0141,7.257,0.0,-1,54135,na,OK,LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34501.5,15.0,2.431e-06,8,0.41,1983.3,-317.0,2.707e-08,-6.425e-13,39308,54135,ramp-limited,1.0000000,0.835,0.886,1.7,8.5
44,N04B,1.7145,0.0135,7.19,0.0,-1,54613,na,FLOOD(7.69),LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34464.0,7.0,2.433e-06,8,0.39,2034.5,-315.9,2.560e-08,-5.829e-13,39403,54613,ramp-limited,1.0000000,0.899,0.611,1.7,8.0
45,N05B,1.6194,0.0124,6.791,0.0,62982,55766,na,FLOOD(-13.89),LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34450.0,3.0,2.916e-06,8,0.39,2149.0,-291.8,2.201e-08,-4.817e-13,39700,55766,ramp-limited,0.9999844,0.93,0.587,1.6,7.5
46,N06B,1.6566,0.0125,6.947,0.0,61967,55643,na,FLOOD(5.39),LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34439.5,6.0,2.794e-06,8,0.38,2138.7,-303.2,2.301e-08,-5.102e-13,39654,55643,ramp-limited,0.9999845,1.047,0.834,1.7,7.6
47,N07B,1.6319,0.0133,6.843,0.0,62046,56305,na,FLOOD(-7.75),LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34508.5,16.0,2.888e-06,8,0.41,2197.6,-301.3,2.192e-08,-4.667e-13,39876,56305,ramp-limited,0.9999845,1.045,0.793,1.6,7.5
48,N08B,1.6697,0.0122,7.002,0.0,62107,56262,na,OK,LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,3.706,34430.0,14.0,2.499e-06,8,0.37,2204.8,-343.8,2.445e-08,-5.381e-13,39781,56262,ramp-limited,0.9999860,1.186,0.684,1.6,7.2
49,T01T,1.6821,0.0127,7.054,0.0,62964,56971,na,OK,LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34365.0,2.0,2.399e-06,8,0.38,2282.7,-355.1,2.338e-08,-4.820e-13,39907,56971,ramp-limited,1.0000000,1.3,0.756,1.6,8.2
50,T02T,1.6253,0.0132,6.816,0.0,63434,57411,na,OK,LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34423.0,6.0,2.869e-06,8,0.41,2316.3,-302.4,2.046e-08,-4.135e-13,40095,57411,ramp-limited,1.0000000,1.276,0.773,1.6,7.3
51,T03T,1.7308,0.0128,9.073,0.0,62147,56196,na,OK,LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,5.242,4.448,34365.0,4.0,2.359e-06,8,0.37,2203.9,-336.6,2.409e-08,-5.181e-13,39721,56196,ramp-limited,1.0000000,1.086,0.603,1.6,8.9
52,T04T,1.6842,0.0108,8.828,0.0,62313,56638,na,OK,LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,5.242,4.448,34438.5,5.0,2.817e-06,8,0.32,2237.3,-297.5,2.164e-08,-4.525e-13,39913,56638,ramp-limited,1.0000000,1.208,0.764,1.7,7.9
53,T05T,1.7459,0.0147,9.152,0.0,62230,56454,na,OK,LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,5.242,4.448,34403.0,4.0,2.186e-06,8,0.42,2226.9,-351.0,2.449e-08,-5.182e-13,39807,56454,ramp-limited,0.9999851,1.767,0.847,1.7,10.2
54,T06T,1.6134,0.0126,8.457,0.324,64201,-1,na,FLOOD(-9.56),LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,5.242,4.448,34504.0,8.0,2.568e-06,8,0.39,0,0,0.000e+00,0.000e+00,0,0,TOO_FEW_LEVELS,0.9999853,2.133,0.766,1.6,9.8
55,T07T,1.7392,0.0121,9.117,0.0,62717,56843,na,OK,LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,5.242,5.189,34434.0,34.0,1.888e-06,8,0.35,2266.5,-397.7,2.634e-08,-5.530e-13,39901,56843,ramp-limited,0.9999854,1.346,0.79,1.7,9.5
56,T08T,1.8303,0.0119,7.675,0.24,61894,55853,na,FLOOD(-7.58),LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34306.0,3.0,1.619e-06,8,0.33,2183.6,-433.2,3.064e-08,-6.866e-13,39531,55853,ramp-limited,0.9999866,0.93,0.72,1.8,8.5
57,T01B,1.6871,0.0254,7.075,0.0,62043,56065,na,OK,LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34364.0,3.0,2.206e-06,8,0.75,2191.0,-338.0,2.455e-08,-5.317e-13,39686,56065,ramp-limited,1.0000000,2.161,1.244,1.6,8.2
58,T02B,1.6324,0.0238,6.845,0.0,62602,56496,na,OK,LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34423.0,5.0,2.625e-06,8,0.73,2224.2,-290.7,2.166e-08,-4.635e-13,39869,56496,ramp-limited,1.0000000,2.025,1.099,1.6,7.3
59,T03B,1.741,0.0241,9.126,0.0,61883,55344,na,OK,LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,5.242,4.448,34365.0,4.0,2.096e-06,8,0.69,2118.1,-325.3,2.547e-08,-5.736e-13,39512,55344,ramp-limited,1.0000000,1.978,1.127,1.6,8.9
60,T04B,1.6923,0.0242,8.871,0.0,62121,55745,na,OK,LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,5.242,4.448,34437.5,4.0,2.625e-06,8,0.72,2147.4,-284.9,2.290e-08,-5.101e-13,39693,55745,ramp-limited,1.0000000,1.796,1.114,1.7,7.9
61,T05B,1.7497,0.0218,9.171,0.0,62001,55547,na,OK,LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,5.242,4.448,34403.0,5.0,2.063e-06,8,0.62,2135.3,-335.4,2.582e-08,-5.810e-13,39585,55547,ramp-limited,0.9999845,1.536,1.188,1.7,10.2
62,T06B,1.6101,0.0123,6.752,0.212,63676,57223,na,FLOOD(-9.56),LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34503.0,8.0,2.698e-06,8,0.39,2291.4,-323.1,2.243e-08,-4.671e-13,40095,57223,ramp-limited,0.9999847,1.038,0.902,1.6,9.8
63,T07B,1.7424,0.0128,9.133,0.0,62239,55897,na,OK,LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,5.242,5.189,34434.0,34.0,1.951e-06,8,0.37,2170.6,-378.3,2.767e-08,-6.193e-13,39671,55897,ramp-limited,0.9999847,0.803,0.672,1.7,9.5
64,T08B,1.8451,0.0355,7.737,0.0,-1,54838,na,FLOOD(-7.58),LEGACY-SSO-20260610,20260610,legacy-OSU-32amp,4.193,4.448,34306.0,4.0,1.209e-06,8,0.95,2080.4,-408.3,3.207e-08,-7.642e-13,39288,54838,ramp-limited,0.9999857,0.771,1.153,1.8,8.5
